UNIXTIME;Дата;Время;Температура за окном;Атмосферное давление
1679913780;27.03.2023;16:43:00;17.96;701.69
1679915520;27.03.2023;17:12:00;17.52;701.66
1679917200;27.03.2023;17:40:00;16.78;701.64
1679918940;27.03.2023;18:09:00;16.47;701.68
1679920680;27.03.2023;18:38:00;15.88;701.62
1679922360;27.03.2023;19:06:00;15.01;701.82
1679924100;27.03.2023;19:35:00;14.07;701.94
1679925840;27.03.2023;20:04:00;13.19;701.89
1679927580;27.03.2023;20:33:00;12.29;702.03
1679929320;27.03.2023;21:02:00;12.09;701.89
1679931000;27.03.2023;21:30:00;11.53;701.84
1679932740;27.03.2023;21:59:00;11.02;701.65
1679934480;27.03.2023;22:28:00;10.44;701.48
1679936160;27.03.2023;22:56:00;9.72;701.37
1679937900;27.03.2023;23:25:00;9.21;701.31
1679939640;27.03.2023;23:54:00;8.57;701.27
1679941380;28.03.2023;00:23:00;8.23;701.19
1679943120;28.03.2023;00:52:00;7.83;701.15
1679944800;28.03.2023;01:20:00;7.22;701.04
1679946540;28.03.2023;01:49:00;6.54;700.95
1679948280;28.03.2023;02:18:00;6.3;700.86
1679950020;28.03.2023;02:47:00;6.59;700.58
1679951700;28.03.2023;03:15:00;6.75;700.42
1679953440;28.03.2023;03:44:00;6.16;700.3
1679955180;28.03.2023;04:13:00;6.38;700.24
1679956920;28.03.2023;04:42:00;6.42;700.18
1679958660;28.03.2023;05:11:00;6.59;700.1
1679960340;28.03.2023;05:39:00;6.57;699.95
1679962080;28.03.2023;06:08:00;5.59;699.82
1679963820;28.03.2023;06:37:00;4.92;700
1679965560;28.03.2023;07:06:00;5.38;699.97
1679967300;28.03.2023;07:35:00;8.45;699.85
1679969040;28.03.2023;08:04:00;10.62;699.83
1679970780;28.03.2023;08:33:00;15.5;699.87
1679972460;28.03.2023;09:01:00;14.29;699.88
1679974260;28.03.2023;09:31:00;16.94;699.82
1679975940;28.03.2023;09:59:00;15.31;699.77
1679977680;28.03.2023;10:28:00;17.14;699.58
1679979420;28.03.2023;10:57:00;16.8;699.33
1679981100;28.03.2023;11:25:00;16.81;699.1
1679982840;28.03.2023;11:54:00;17.58;698.86
1679984640;28.03.2023;12:24:00;17.56;698.61
1679986440;28.03.2023;12:54:00;18.17;698.37
1679988120;28.03.2023;13:22:00;20.96;698.18
1679989800;28.03.2023;13:50:00;18.97;697.93
1679991540;28.03.2023;14:19:00;20.24;697.75
1679993220;28.03.2023;14:47:00;20.04;697.57
1679994960;28.03.2023;15:16:00;19.58;697.48
1679996700;28.03.2023;15:45:00;19.79;697.3
1679998440;28.03.2023;16:14:00;19.69;697.35
1680000120;28.03.2023;16:42:00;19.41;697.21
1680001860;28.03.2023;17:11:00;19.39;697.25
1680003600;28.03.2023;17:40:00;19.17;697.21
1680005340;28.03.2023;18:09:00;18.21;697.23
1680007080;28.03.2023;18:38:00;17.14;697.33
1680008760;28.03.2023;19:06:00;16.39;697.4
1680010500;28.03.2023;19:35:00;15.75;697.48
1680012240;28.03.2023;20:04:00;15.21;697.6
1680013980;28.03.2023;20:33:00;14;697.76
1680015660;28.03.2023;21:01:00;13.18;697.8
1680017400;28.03.2023;21:30:00;12.67;697.82
1680019140;28.03.2023;21:59:00;12.89;697.69
1680020880;28.03.2023;22:28:00;12.71;697.45
1680022560;28.03.2023;22:56:00;11.6;697.27
1680024300;28.03.2023;23:25:00;12.05;697.07
1680026040;28.03.2023;23:54:00;11.79;696.87
1680027780;29.03.2023;00:23:00;10.67;696.7
1680029520;29.03.2023;00:52:00;11.07;696.46
1680031200;29.03.2023;01:20:00;10.77;696.3
1680032940;29.03.2023;01:49:00;9.41;696.06
1680034680;29.03.2023;02:18:00;8.25;695.98
1680036420;29.03.2023;02:47:00;9.53;696.01
1680038100;29.03.2023;03:15:00;7.94;695.88
1680039840;29.03.2023;03:44:00;7.24;695.81
1680041580;29.03.2023;04:13:00;7.04;695.71
1680043320;29.03.2023;04:42:00;6.28;695.77
1680045000;29.03.2023;05:10:00;6.58;695.77
1680046740;29.03.2023;05:39:00;7;695.93
1680048480;29.03.2023;06:08:00;6.8;695.88
1680050220;29.03.2023;06:37:00;6.23;695.86
1680051960;29.03.2023;07:06:00;6.71;695.77
1680053640;29.03.2023;07:34:00;9.51;695.72
1680055380;29.03.2023;08:03:00;11.55;695.74
1680057120;29.03.2023;08:32:00;16.22;695.85
1680058860;29.03.2023;09:01:00;16.64;695.98
1680060600;29.03.2023;09:30:00;20.03;695.94
1680062340;29.03.2023;09:59:00;17.36;695.9
1680064080;29.03.2023;10:28:00;18.93;695.92
1680065820;29.03.2023;10:57:00;20.74;695.89
1680067500;29.03.2023;11:25:00;20.68;695.89
1680069240;29.03.2023;11:54:00;22.69;695.86
1680071040;29.03.2023;12:24:00;21.69;695.73
1680072780;29.03.2023;12:53:00;23.6;695.65
1680076200;29.03.2023;13:50:00;25.37;695.55
1680077940;29.03.2023;14:19:00;25.24;695.48
1680079620;29.03.2023;14:47:00;25.26;695.45
1680081360;29.03.2023;15:16:00;24.35;695.36
1680083100;29.03.2023;15:45:00;24.41;695.44
1680084840;29.03.2023;16:14:00;23.73;695.55
1680086520;29.03.2023;16:42:00;23.17;695.73
1680088260;29.03.2023;17:11:00;22.56;695.73
1680090000;29.03.2023;17:40:00;22.2;695.83
1680091740;29.03.2023;18:09:00;21.84;695.92
1680093420;29.03.2023;18:37:00;21.17;696.05
1680095160;29.03.2023;19:06:00;20.24;696.04
1680096900;29.03.2023;19:35:00;19.43;696.14
1680098640;29.03.2023;20:04:00;19.46;696.25
1680100380;29.03.2023;20:33:00;18.56;696.54
1680102060;29.03.2023;21:01:00;19.39;696.62
1680103800;29.03.2023;21:30:00;19.12;696.72
1680105540;29.03.2023;21:59:00;18.76;696.62
1680107280;29.03.2023;22:28:00;18.87;696.5
1680108960;29.03.2023;22:56:00;18.33;696.46
1680110700;29.03.2023;23:25:00;17.5;696.46
1680112440;29.03.2023;23:54:00;17.92;696.54
1680114180;30.03.2023;00:23:00;17.2;697.04
1680115920;30.03.2023;00:52:00;17.2;696.87
1680117600;30.03.2023;01:20:00;17.23;696.85
1680119340;30.03.2023;01:49:00;16.54;696.87
1680121080;30.03.2023;02:18:00;16.39;696.87
1680122820;30.03.2023;02:47:00;16.22;696.79
1680124500;30.03.2023;03:15:00;15.73;696.72
1680126240;30.03.2023;03:44:00;15.42;696.73
1680127980;30.03.2023;04:13:00;15.62;696.7
1680129720;30.03.2023;04:42:00;15.99;696.69
1680131460;30.03.2023;05:11:00;16.32;696.79
1680133140;30.03.2023;05:39:00;16.5;696.99
1680134880;30.03.2023;06:08:00;15.73;697.21
1680136620;30.03.2023;06:37:00;14.36;697.41
1680138360;30.03.2023;07:06:00;13.7;697.73
1680140040;30.03.2023;07:34:00;13.45;698.11
1680141780;30.03.2023;08:03:00;13.59;698.47
1680143520;30.03.2023;08:32:00;13.56;698.72
1680145260;30.03.2023;09:01:00;14.26;698.89
1680147000;30.03.2023;09:30:00;14.45;699.07
1680148680;30.03.2023;09:58:00;16.03;699.01
1680150420;30.03.2023;10:27:00;17.16;699.16
1680152160;30.03.2023;10:56:00;17.7;699.15
1680153900;30.03.2023;11:25:00;18.57;699.18
1680155640;30.03.2023;11:54:00;18.03;699.26
1680157320;30.03.2023;12:22:00;17.71;699.3
1680159060;30.03.2023;12:51:00;17.04;699.37
1680160800;30.03.2023;13:20:00;16.53;699.59
1680162540;30.03.2023;13:49:00;16.19;699.64
1680164280;30.03.2023;14:18:00;15.81;699.91
1680165960;30.03.2023;14:46:00;14.97;699.96
1680167700;30.03.2023;15:15:00;13.75;700.12
1680169440;30.03.2023;15:44:00;13.6;700.24
1680171180;30.03.2023;16:13:00;13;700.39
1680172920;30.03.2023;16:42:00;12.79;700.58
1680174600;30.03.2023;17:10:00;13.05;700.49
1680176340;30.03.2023;17:39:00;12.64;700.33
1680178080;30.03.2023;18:08:00;12.42;700.23
1680179820;30.03.2023;18:37:00;12.1;700.2
1680181500;30.03.2023;19:05:00;12.54;700.02
1680183240;30.03.2023;19:34:00;12.3;700.01
1680184980;30.03.2023;20:03:00;12.49;700.12
1680186660;30.03.2023;20:31:00;13.25;700.24
1680188400;30.03.2023;21:00:00;13.02;700.49
1680190140;30.03.2023;21:29:00;12.39;700.59
1680191880;30.03.2023;21:58:00;12.16;700.53
1680193620;30.03.2023;22:27:00;11.55;700.47
1680195360;30.03.2023;22:56:00;11.57;700.41
1680197040;30.03.2023;23:24:00;10.74;700.48
1680198780;30.03.2023;23:53:00;10.81;700.58
1680200520;31.03.2023;00:22:00;9.82;700.52
1680202260;31.03.2023;00:51:00;10.09;700.46
1680203940;31.03.2023;01:19:00;9.53;700.54
1680205680;31.03.2023;01:48:00;9.48;700.66
1680207420;31.03.2023;02:17:00;9.06;700.62
1680209160;31.03.2023;02:46:00;8.9;700.53
1680210840;31.03.2023;03:14:00;8.71;700.53
1680212580;31.03.2023;03:43:00;8.93;700.27
1680214320;31.03.2023;04:12:00;8.67;700.42
1680216060;31.03.2023;04:41:00;8.69;700.44
1680217800;31.03.2023;05:10:00;8.34;700.57
1680219480;31.03.2023;05:38:00;8.05;700.7
1680221220;31.03.2023;06:07:00;8.01;701.01
1680222960;31.03.2023;06:36:00;7.62;701.15
1680224700;31.03.2023;07:05:00;7.58;701.33
1680226440;31.03.2023;07:34:00;9.03;701.63
1680228180;31.03.2023;08:03:00;7.47;702.06
1680229860;31.03.2023;08:31:00;6.26;702.55
1680231600;31.03.2023;09:00:00;6.42;703
1680233340;31.03.2023;09:29:00;6.65;703.64
1680235080;31.03.2023;09:58:00;5.87;704.05
1680236760;31.03.2023;10:26:00;5.59;704.47
1680238500;31.03.2023;10:55:00;5.12;704.78
1680240240;31.03.2023;11:24:00;5.76;705.18
1680241980;31.03.2023;11:53:00;7.32;705.21
1680243720;31.03.2023;12:22:00;7.94;705.42
1680247140;31.03.2023;13:19:00;8.42;705.82
1680248880;31.03.2023;13:48:00;8.14;705.86
1680250620;31.03.2023;14:17:00;10.05;705.97
1680252360;31.03.2023;14:46:00;9.79;706.04
1680254040;31.03.2023;15:14:00;9.81;706.05
1680255780;31.03.2023;15:43:00;10.12;706.16
1680257520;31.03.2023;16:12:00;8.14;706.39
1680259200;31.03.2023;16:40:00;7.96;706.76
1680260940;31.03.2023;17:09:00;8.17;706.85
1680262680;31.03.2023;17:38:00;7.76;706.9
1680264420;31.03.2023;18:07:00;8.18;706.93
1680266160;31.03.2023;18:36:00;8.02;706.99
1680267840;31.03.2023;19:04:00;8.1;707.01
1680269580;31.03.2023;19:33:00;7.21;707.15
1680271320;31.03.2023;20:02:00;7.09;707.21
1680273060;31.03.2023;20:31:00;6.17;707.34
1680274740;31.03.2023;20:59:00;5.27;707.42
1680276480;31.03.2023;21:28:00;4.45;707.46
1680278220;31.03.2023;21:57:00;4.07;707.4
1680279900;31.03.2023;22:25:00;4.08;707.38
1680281640;31.03.2023;22:54:00;2.96;707.48
1680283380;31.03.2023;23:23:00;2.5;707.45
1680285120;31.03.2023;23:52:00;2.08;707.42
1680286860;01.04.2023;00:21:00;1.8;707.5
1680288600;01.04.2023;00:50:00;1.15;707.3
1680290280;01.04.2023;01:18:00;0.82;707.24
1680292020;01.04.2023;01:47:00;0.3;707.03
1680293760;01.04.2023;02:16:00;-0.08;706.88
1680295500;01.04.2023;02:45:00;-0.58;706.88
1680297180;01.04.2023;03:13:00;-1.14;706.63
1680298920;01.04.2023;03:42:00;-1.34;706.49
1680300660;01.04.2023;04:11:00;-1.86;706.43
1680302400;01.04.2023;04:40:00;-2.2;706.37
1680304080;01.04.2023;05:08:00;-2.88;706.28
1680305820;01.04.2023;05:37:00;-3.37;706.34
1680307560;01.04.2023;06:06:00;-3.83;706.29
1680309300;01.04.2023;06:35:00;-4.11;706.32
1680311040;01.04.2023;07:04:00;-3.32;706.52
1680312720;01.04.2023;07:32:00;-1.95;706.61
1680314460;01.04.2023;08:01:00;-0.97;706.71
1680316200;01.04.2023;08:30:00;1.06;706.52
1680317940;01.04.2023;08:59:00;3.65;706.33
1680319680;01.04.2023;09:28:00;6.14;706.4
1680321420;01.04.2023;09:57:00;7.04;706.35
1680323160;01.04.2023;10:26:00;7.45;706.14
1680324900;01.04.2023;10:55:00;7.17;706.04
1680326580;01.04.2023;11:23:00;7.27;705.94
1680328320;01.04.2023;11:52:00;10.62;705.68
1680330060;01.04.2023;12:21:00;9.32;705.59
1680331800;01.04.2023;12:50:00;13.5;705.42
1680333540;01.04.2023;13:19:00;12.23;705.3
1680335220;01.04.2023;13:47:00;11.52;705.18
1680336960;01.04.2023;14:16:00;12.27;705.01
1680338700;01.04.2023;14:45:00;10.85;704.81
1680340380;01.04.2023;15:13:00;10.73;704.6
1680342120;01.04.2023;15:42:00;10.51;704.37
1680343860;01.04.2023;16:11:00;10.43;704.27
1680345600;01.04.2023;16:40:00;10.31;704.06
1680347280;01.04.2023;17:08:00;10.1;703.93
1680349020;01.04.2023;17:37:00;9.98;703.75
1680350760;01.04.2023;18:06:00;9.68;703.66
1680352440;01.04.2023;18:34:00;9.03;703.58
1680354180;01.04.2023;19:03:00;8.33;703.61
1680355920;01.04.2023;19:32:00;7.65;703.7
1680357660;01.04.2023;20:01:00;7.29;703.67
1680359400;01.04.2023;20:30:00;6.51;703.61
1680361080;01.04.2023;20:58:00;5.78;703.62
1680362820;01.04.2023;21:27:00;5.07;703.54
1680364560;01.04.2023;21:56:00;8.64;703.42
1680366300;01.04.2023;22:25:00;7.25;703.32
1680368040;01.04.2023;22:54:00;4.28;703.26
1680369720;01.04.2023;23:22:00;3.47;703.28
1680371460;01.04.2023;23:51:00;2.43;703.16
1680373200;02.04.2023;00:20:00;1.77;702.96
1680374880;02.04.2023;00:48:00;1.36;702.92
1680376620;02.04.2023;01:17:00;0.51;702.83
1680378360;02.04.2023;01:46:00;-0.24;702.89
1680380100;02.04.2023;02:15:00;-0.76;702.83
1680381840;02.04.2023;02:44:00;-1.13;702.68
1680383520;02.04.2023;03:12:00;-1.41;702.47
1680385260;02.04.2023;03:41:00;-1.95;702.24
1680387000;02.04.2023;04:10:00;-2.47;702.05
1680388740;02.04.2023;04:39:00;-2.7;702.19
1680390420;02.04.2023;05:07:00;-3.14;702.2
1680392160;02.04.2023;05:36:00;-3.55;702.17
1680393900;02.04.2023;06:05:00;-4.05;702.21
1680395640;02.04.2023;06:34:00;-4.43;702.51
1680397380;02.04.2023;07:03:00;-4.09;702.7
1680399120;02.04.2023;07:32:00;-2.3;702.91
1680400800;02.04.2023;08:00:00;-1.77;703
1680402540;02.04.2023;08:29:00;2.31;702.92
1680404280;02.04.2023;08:58:00;3.13;702.76
1680406020;02.04.2023;09:27:00;5.74;702.7
1680407760;02.04.2023;09:56:00;7.43;702.62
1680409500;02.04.2023;10:25:00;10.03;702.53
1680411240;02.04.2023;10:54:00;9.89;702.53
1680412920;02.04.2023;11:22:00;9.44;702.45
1680414720;02.04.2023;11:52:00;12.39;702.5
1680416460;02.04.2023;12:21:00;10.48;702.5
1680418140;02.04.2023;12:49:00;12.13;702.5
1680419880;02.04.2023;13:18:00;12.34;702.53
1680421560;02.04.2023;13:46:00;13.81;702.38
1680423300;02.04.2023;14:15:00;14.24;702.41
1680425040;02.04.2023;14:44:00;11.71;702.41
1680426720;02.04.2023;15:12:00;11.82;702.41
1680428460;02.04.2023;15:41:00;10.75;702.37
1680430200;02.04.2023;16:10:00;11.05;702.41
1680431940;02.04.2023;16:39:00;10.49;702.43
1680433620;02.04.2023;17:07:00;10.52;702.51
1680435360;02.04.2023;17:36:00;9.91;702.59
1680437100;02.04.2023;18:05:00;9.68;702.67
1680438840;02.04.2023;18:34:00;9.41;702.8
1680440520;02.04.2023;19:02:00;8.6;702.96
1680442260;02.04.2023;19:31:00;8.42;702.97
1680444000;02.04.2023;20:00:00;7.73;703.16
1680447420;02.04.2023;20:57:00;6.02;703.43
1680449160;02.04.2023;21:26:00;5.44;703.54
1680450900;02.04.2023;21:55:00;4.86;703.48
1680452580;02.04.2023;22:23:00;4.52;703.34
1680454320;02.04.2023;22:52:00;4.12;703.21
1680456060;02.04.2023;23:21:00;3.89;703.27
1680457800;02.04.2023;23:50:00;2.8;703.3
1680459480;03.04.2023;00:18:00;2.79;703.37
1680461220;03.04.2023;00:47:00;1.81;703.19
1680462960;03.04.2023;01:16:00;1.24;703.18
1680464700;03.04.2023;01:45:00;0.81;703.07
1680466380;03.04.2023;02:13:00;0.16;702.92
1680468120;03.04.2023;02:42:00;-0.32;703
1680469860;03.04.2023;03:11:00;-0.77;703.12
1680471600;03.04.2023;03:40:00;-0.47;703.18
1680473280;03.04.2023;04:08:00;-1.22;703.16
1680475020;03.04.2023;04:37:00;-1.58;702.92
1680476760;03.04.2023;05:06:00;-1.82;702.83
1680478500;03.04.2023;05:35:00;-2.03;702.21
1680480180;03.04.2023;06:03:00;-2.32;702.76
1680481920;03.04.2023;06:32:00;-2.9;703.31
1680483660;03.04.2023;07:01:00;-2.35;702.89
1680485400;03.04.2023;07:30:00;0.31;702.6
1680487140;03.04.2023;07:59:00;1.71;702.49
1680488880;03.04.2023;08:28:00;7.58;702.74
1680490620;03.04.2023;08:57:00;6.57;702.68
1680492300;03.04.2023;09:25:00;9.38;702.44
1680494040;03.04.2023;09:54:00;10.05;702.27
1680495780;03.04.2023;10:23:00;11.43;702.22
1680497520;03.04.2023;10:52:00;12.32;702.04
1680499260;03.04.2023;11:21:00;10.56;701.85
1680501000;03.04.2023;11:50:00;12.24;701.66
1680502740;03.04.2023;12:19:00;14.8;701.54
1680504420;03.04.2023;12:47:00;14.32;701.39
1680506160;03.04.2023;13:16:00;14.48;701.3
1680507900;03.04.2023;13:45:00;14.6;701.15
1680509640;03.04.2023;14:14:00;15.45;701.06
1680511320;03.04.2023;14:42:00;14.59;700.94
1680513060;03.04.2023;15:11:00;15.05;700.64
1680514800;03.04.2023;15:40:00;14.66;700.55
1680516480;03.04.2023;16:08:00;15.55;700.32
1680518220;03.04.2023;16:37:00;14.77;700.28
1680519960;03.04.2023;17:06:00;15.06;700.18
1680521700;03.04.2023;17:35:00;14.64;700.28
1680523380;03.04.2023;18:03:00;14.37;700.4
1680525120;03.04.2023;18:32:00;13.82;700.46
1680526860;03.04.2023;19:01:00;12.87;700.3
1680528600;03.04.2023;19:30:00;11.81;700.32
1680532020;03.04.2023;20:27:00;9.8;700.46
1680533760;03.04.2023;20:56:00;9.16;700.36
1680535500;03.04.2023;21:25:00;9.14;700.18
1680537180;03.04.2023;21:53:00;8.33;699.88
1680538920;03.04.2023;22:22:00;8.2;699.55
1680540660;03.04.2023;22:51:00;8.01;699.39
1680542340;03.04.2023;23:19:00;6.94;699.2
1680544080;03.04.2023;23:48:00;6.38;699.2
1680545820;04.04.2023;00:17:00;6.84;699.14
1680547560;04.04.2023;00:46:00;6.9;698.99
1680549300;04.04.2023;01:15:00;6.09;698.95
1680550980;04.04.2023;01:43:00;4.77;698.72
1680552720;04.04.2023;02:12:00;4.17;698.65
1680554460;04.04.2023;02:41:00;3.86;698.43
1680556200;04.04.2023;03:10:00;4.89;698.35
1680557880;04.04.2023;03:38:00;3.32;698.27
1680559620;04.04.2023;04:07:00;2.86;698.38
1680561360;04.04.2023;04:36:00;2.83;698.26
1680563100;04.04.2023;05:05:00;2.38;698.29
1680564780;04.04.2023;05:33:00;1.87;698.51
1680566520;04.04.2023;06:02:00;2.1;698.54
1680568260;04.04.2023;06:31:00;2.21;698.8
1680570000;04.04.2023;07:00:00;3.5;699.07
1680571740;04.04.2023;07:29:00;5.5;699.27
1680573480;04.04.2023;07:58:00;7.3;699.41
1680575160;04.04.2023;08:26:00;11.2;699.65
1680576960;04.04.2023;08:56:00;12.45;699.87
1680578700;04.04.2023;09:25:00;15.2;700
1680580380;04.04.2023;09:53:00;14.57;700.17
1680582120;04.04.2023;10:22:00;16.19;700.25
1680583860;04.04.2023;10:51:00;16.61;700.3
1680585600;04.04.2023;11:20:00;16.64;700.32
1680587340;04.04.2023;11:49:00;19.03;700.23
1680589080;04.04.2023;12:18:00;17.07;700.16
1680590760;04.04.2023;12:46:00;20.21;700.2
1680592500;04.04.2023;13:15:00;19.91;700.11
1680594240;04.04.2023;13:44:00;21.21;700.16
1680595980;04.04.2023;14:13:00;22.03;700.09
1680597660;04.04.2023;14:41:00;20.43;700.06
1680599400;04.04.2023;15:10:00;19.74;699.98
1680601140;04.04.2023;15:39:00;18.95;700.12
1680602880;04.04.2023;16:08:00;19.51;700.16
1680604560;04.04.2023;16:36:00;18.82;700.25
1680606300;04.04.2023;17:05:00;18.57;700.43
1680608040;04.04.2023;17:34:00;18.41;700.52
1680611460;04.04.2023;18:31:00;17.01;700.71
1680613200;04.04.2023;19:00:00;16.55;700.91
1680614940;04.04.2023;19:29:00;14.9;701.25
1680616680;04.04.2023;19:58:00;14.02;701.54
1680620100;04.04.2023;20:55:00;12.46;702.05
1680621840;04.04.2023;21:24:00;12.58;702.11
1680623580;04.04.2023;21:53:00;12.31;701.99
1680625260;04.04.2023;22:21:00;12.19;701.96
1680627000;04.04.2023;22:50:00;12.04;701.8
1680628740;04.04.2023;23:19:00;11.26;701.65
1680630480;04.04.2023;23:48:00;10.51;701.49
1680632160;05.04.2023;00:16:00;11.13;701.42
1680633900;05.04.2023;00:45:00;10.04;701.45
1680635640;05.04.2023;01:14:00;9.3;701.41
1680637380;05.04.2023;01:43:00;8.74;701.3
1680639120;05.04.2023;02:12:00;8.5;701.24
1680640800;05.04.2023;02:40:00;9.72;701.07
1680642540;05.04.2023;03:09:00;8.5;701.15
1680644280;05.04.2023;03:38:00;7.59;701.08
1680646020;05.04.2023;04:07:00;7.05;701.04
1680647700;05.04.2023;04:35:00;6.99;701.11
1680649440;05.04.2023;05:04:00;6.54;701.21
1680651180;05.04.2023;05:33:00;6.88;701.21
1680652920;05.04.2023;06:02:00;6.69;701.28
1680654600;05.04.2023;06:30:00;7.84;701.22
1680656340;05.04.2023;06:59:00;7.9;701.38
1680658080;05.04.2023;07:28:00;9.1;701.47
1680659820;05.04.2023;07:57:00;10.23;701.5
1680661560;05.04.2023;08:26:00;12.88;701.42
1680663300;05.04.2023;08:55:00;15.74;701.27
1680665040;05.04.2023;09:24:00;16.68;701.23
1680666780;05.04.2023;09:53:00;18.36;701.15
1680668460;05.04.2023;10:21:00;19.57;700.97
1680670200;05.04.2023;10:50:00;21.49;700.78
1680671940;05.04.2023;11:19:00;18.81;700.6
1680673680;05.04.2023;11:48:00;21.34;700.39
1680675420;05.04.2023;12:17:00;21.01;700.12
1680677100;05.04.2023;12:45:00;22.01;699.96
1680678840;05.04.2023;13:14:00;21.3;699.76
1680680580;05.04.2023;13:43:00;21.66;699.55
1680682320;05.04.2023;14:12:00;20.77;699.36
1680684000;05.04.2023;14:40:00;19.96;699.16
1680685740;05.04.2023;15:09:00;20.24;698.94
1680687480;05.04.2023;15:38:00;19.75;698.72
1680689220;05.04.2023;16:07:00;19.41;698.62
1680690900;05.04.2023;16:35:00;19.27;698.57
1680692640;05.04.2023;17:04:00;18.84;698.47
1680694380;05.04.2023;17:33:00;18.26;698.5
1680696120;05.04.2023;18:02:00;17.97;698.54
1680697800;05.04.2023;18:30:00;17.26;698.55
1680699540;05.04.2023;18:59:00;16.6;698.63
1680703020;05.04.2023;19:57:00;15.23;698.61
1680704700;05.04.2023;20:25:00;14.67;698.86
1680706440;05.04.2023;20:54:00;14.09;698.99
1680708180;05.04.2023;21:23:00;13.28;699.01
1680709920;05.04.2023;21:52:00;12.75;699.04
1680711600;05.04.2023;22:20:00;12.38;699
1680713340;05.04.2023;22:49:00;11.82;698.85
1680715080;05.04.2023;23:18:00;12.36;698.76
1680716760;05.04.2023;23:46:00;12.01;698.64
1680718500;06.04.2023;00:15:00;11.98;698.55
1680720240;06.04.2023;00:44:00;10.49;698.44
1680721980;06.04.2023;01:13:00;10.36;698.3
1680723720;06.04.2023;01:42:00;10.01;698.25
1680725400;06.04.2023;02:10:00;9.42;698.04
1680727140;06.04.2023;02:39:00;9.02;697.87
1680728880;06.04.2023;03:08:00;8.73;697.74
1680730620;06.04.2023;03:37:00;8.94;697.62
1680732300;06.04.2023;04:05:00;8.51;697.6
1680735780;06.04.2023;05:03:00;7.7;697.55
1680737520;06.04.2023;05:32:00;8.04;697.56
1680739200;06.04.2023;06:00:00;8.13;697.47
1680740940;06.04.2023;06:29:00;7.57;697.47
1680742680;06.04.2023;06:58:00;8.45;697.41
1680744420;06.04.2023;07:27:00;9.71;697.66
1680746160;06.04.2023;07:56:00;11.53;697.77
1680747900;06.04.2023;08:25:00;15.64;697.8
1680749640;06.04.2023;08:54:00;17.42;697.84
1680751380;06.04.2023;09:23:00;19.1;697.95
1680753120;06.04.2023;09:52:00;19.76;697.96
1680754800;06.04.2023;10:20:00;19.49;697.92
1680756540;06.04.2023;10:49:00;22.02;697.95
1680758280;06.04.2023;11:18:00;20.77;697.78
1680760020;06.04.2023;11:47:00;22.64;697.71
1680761760;06.04.2023;12:16:00;20.07;697.66
1680763440;06.04.2023;12:44:00;22.53;697.73
1680765180;06.04.2023;13:13:00;23.07;697.75
1680766920;06.04.2023;13:42:00;23.19;697.84
1680768600;06.04.2023;14:10:00;23.32;697.97
1680770340;06.04.2023;14:39:00;21.28;698.1
1680772080;06.04.2023;15:08:00;19.99;698.3
1680773820;06.04.2023;15:37:00;19.11;698.59
1680775500;06.04.2023;16:05:00;18.43;698.74
1680777240;06.04.2023;16:34:00;16.86;699.17
1680778980;06.04.2023;17:03:00;16.07;699.53
1680780720;06.04.2023;17:32:00;15.34;699.86
1680782400;06.04.2023;18:00:00;14.89;700.34
1680784140;06.04.2023;18:29:00;14.58;700.48
1680785820;06.04.2023;18:57:00;14.34;700.58
1680787560;06.04.2023;19:26:00;14.48;700.73
1680789300;06.04.2023;19:55:00;13.17;700.79
1680791040;06.04.2023;20:24:00;13.17;700.33
1680792780;06.04.2023;20:53:00;13.47;700.52
